Oblast;Misto_odberu;;Group2;Group32;Jednotka;Group33;Hodnota;Počet_hodnot_OUT2;Počet_hodnot_IN3;Počet_hodnot3;;;;;
Křtiny - skupinový vodovod;Křtiny, VDJ II, upravená voda;;CI000001249012416656;;;;;;;;;;;;
Křtiny - skupinový vodovod;Křtiny, VDJ II, upravená voda;;CI00000124901244872;barva;mg/l Pt;11.3.2024;11;0;1;1;;;;;
Křtiny - skupinový vodovod;Křtiny, VDJ II, upravená voda;;CI00000124901244872;dusitany;mg/l;11.3.2024;0,014;0;1;1;;;;;
Křtiny - skupinový vodovod;Křtiny, VDJ II, upravená voda;;CI00000124901244872;Escherichia coli;KTJ (MPN)/100 ml;11.3.2024;0;0;1;1;;;;;
Křtiny - skupinový vodovod;Křtiny, VDJ II, upravená voda;;CI00000124901244872;CHSK-Mn;mg/l;11.3.2024;0,7;0;1;1;;;;;
Křtiny - skupinový vodovod;Křtiny, VDJ II, upravená voda;;CI00000124901244872;chuť;Neurčená jednotka;11.3.2024;PRIJAT;0;1;1;;;;;
Křtiny - skupinový vodovod;Křtiny, VDJ II, upravená voda;;CI00000124901244872;intestinální enterokoky;KTJ (MPN)/100 ml;11.3.2024;0;0;1;1;;;;;
Křtiny - skupinový vodovod;Křtiny, VDJ II, upravená voda;;CI00000124901244872;koliformní bakterie;KTJ (MPN)/100 ml;11.3.2024;0;0;1;1;;;;;
Křtiny - skupinový vodovod;Křtiny, VDJ II, upravená voda;;CI00000124901244872;MO - abioseston;procenta;11.3.2024;1;0;1;1;;;;;
Křtiny - skupinový vodovod;Křtiny, VDJ II, upravená voda;;CI00000124901244872;MO - počet organismů;jedinci/ml;11.3.2024;0;0;1;1;;;;;
Křtiny - skupinový vodovod;Křtiny, VDJ II, upravená voda;;CI00000124901244872;MO - živé organismy;jedinci/ml;11.3.2024;0;0;1;1;;;;;
Křtiny - skupinový vodovod;Křtiny, VDJ II, upravená voda;;CI00000124901244872;pach;Neurčená jednotka;11.3.2024;PRIJAT;0;1;1;;;;;
Křtiny - skupinový vodovod;Křtiny, VDJ II, upravená voda;;CI00000124901244872;pH;Neurčená jednotka;11.3.2024;7,5;0;1;1;;;;;
Křtiny - skupinový vodovod;Křtiny, VDJ II, upravená voda;;CI00000124901244872;počty kolonií při 22 °C;KTJ/ml;11.3.2024;3;0;1;1;;;;;
Křtiny - skupinový vodovod;Křtiny, VDJ II, upravená voda;;CI00000124901244872;počty kolonií při 36 °C;KTJ/ml;11.3.2024;2;0;1;1;;;;;
Křtiny - skupinový vodovod;Křtiny, VDJ II, upravená voda;;CI00000124901244872;teplota;°C;11.3.2024;9,6;0;;1;;;;;
Křtiny - skupinový vodovod;Křtiny, VDJ II, upravená voda;;CI00000124901244872;zákal;ZF(n);11.3.2024;1,1;0;1;1;;;;;
Křtiny - skupinový vodovod;Křtiny, VDJ II, upravená voda;;CI00000124901244872;železo;mg/l;11.3.2024;0,14;0;1;1;;;;;
Křtiny - skupinový vodovod;Křtiny, VDJ II, upravená voda;;CI00000124901244872;;;;;;;;;;;;
Kunčina Ves;Kunčina Ves, VDJ, upravená voda;;CI000001249012311288;barva;mg/l Pt;5.6.2023;2;0;1;1;;;;;
Kunčina Ves;Kunčina Ves, VDJ, upravená voda;;CI000001249012311288;dusitany;mg/l;5.6.2023;0,014;0;1;1;;;;;
Kunčina Ves;Kunčina Ves, VDJ, upravená voda;;CI000001249012311288;Escherichia coli;KTJ (MPN)/100 ml;5.6.2023;0;0;1;1;;;;;
Kunčina Ves;Kunčina Ves, VDJ, upravená voda;;CI000001249012311288;CHSK-Mn;mg/l;5.6.2023;0,8;0;1;1;;;;;
Kunčina Ves;Kunčina Ves, VDJ, upravená voda;;CI000001249012311288;chuť;Neurčená jednotka;5.6.2023;PRIJAT;0;1;1;;;;;
Kunčina Ves;Kunčina Ves, VDJ, upravená voda;;CI000001249012311288;intestinální enterokoky;KTJ (MPN)/100 ml;5.6.2023;0;0;1;1;;;;;
Kunčina Ves;Kunčina Ves, VDJ, upravená voda;;CI000001249012311288;koliformní bakterie;KTJ (MPN)/100 ml;5.6.2023;0;0;1;1;;;;;
Kunčina Ves;Kunčina Ves, VDJ, upravená voda;;CI000001249012311288;MO - abioseston;procenta;5.6.2023;1;0;1;1;;;;;
Kunčina Ves;Kunčina Ves, VDJ, upravená voda;;CI000001249012311288;MO - počet organismů;jedinci/ml;5.6.2023;0;0;1;1;;;;;
Kunčina Ves;Kunčina Ves, VDJ, upravená voda;;CI000001249012311288;MO - živé organismy;jedinci/ml;5.6.2023;0;0;1;1;;;;;
Kunčina Ves;Kunčina Ves, VDJ, upravená voda;;CI000001249012311288;pach;Neurčená jednotka;5.6.2023;PRIJAT;0;1;1;;;;;
Kunčina Ves;Kunčina Ves, VDJ, upravená voda;;CI000001249012311288;pH;Neurčená jednotka;5.6.2023;7,3;0;1;1;;;;;
Kunčina Ves;Kunčina Ves, VDJ, upravená voda;;CI000001249012311288;počty kolonií při 22 °C;KTJ/ml;5.6.2023;64;0;1;1;;;;;
Kunčina Ves;Kunčina Ves, VDJ, upravená voda;;CI000001249012311288;počty kolonií při 36 °C;KTJ/ml;5.6.2023;0;0;1;1;;;;;
Kunčina Ves;Kunčina Ves, VDJ, upravená voda;;CI000001249012311288;teplota;°C;5.6.2023;12,4;0;;1;;;;;
Kunčina Ves;Kunčina Ves, VDJ, upravená voda;;CI000001249012311288;zákal;ZF(n);5.6.2023;0,62;0;1;1;;;;;
Kunčina Ves;Kunčina Ves, VDJ, upravená voda;;CI000001249012311288;železo;mg/l;5.6.2023;0,04;0;1;1;;;;;
Kunčina Ves;Kunčina Ves, VDJ, upravená voda;;CI000001249012311288;;;;;;;;;;;;
Kunčina Ves;Kunčina Ves, VDJ, upravená voda;;CI000001249012412397;barva;mg/l Pt;17.6.2024;2;0;1;1;;;;;
Kunčina Ves;Kunčina Ves, VDJ, upravená voda;;CI000001249012412397;dusitany;mg/l;17.6.2024;0,014;0;1;1;;;;;
Kunčina Ves;Kunčina Ves, VDJ, upravená voda;;CI000001249012412397;Escherichia coli;KTJ (MPN)/100 ml;17.6.2024;0;0;1;1;;;;;
Kunčina Ves;Kunčina Ves, VDJ, upravená voda;;CI000001249012412397;CHSK-Mn;mg/l;17.6.2024;0,4;0;1;1;;;;;
Kunčina Ves;Kunčina Ves, VDJ, upravená voda;;CI000001249012412397;chuť;Neurčená jednotka;17.6.2024;PRIJAT;0;1;1;;;;;
Kunčina Ves;Kunčina Ves, VDJ, upravená voda;;CI000001249012412397;intestinální enterokoky;KTJ (MPN)/100 ml;17.6.2024;0;0;1;1;;;;;
Kunčina Ves;Kunčina Ves, VDJ, upravená voda;;CI000001249012412397;koliformní bakterie;KTJ (MPN)/100 ml;17.6.2024;0;0;1;1;;;;;
Kunčina Ves;Kunčina Ves, VDJ, upravená voda;;CI000001249012412397;MO - abioseston;procenta;17.6.2024;1;0;1;1;;;;;
Kunčina Ves;Kunčina Ves, VDJ, upravená voda;;CI000001249012412397;MO - počet organismů;jedinci/ml;17.6.2024;0;0;1;1;;;;;
Kunčina Ves;Kunčina Ves, VDJ, upravená voda;;CI000001249012412397;MO - živé organismy;jedinci/ml;17.6.2024;0;0;1;1;;;;;
Kunčina Ves;Kunčina Ves, VDJ, upravená voda;;CI000001249012412397;pach;Neurčená jednotka;17.6.2024;PRIJAT;0;1;1;;;;;
Kunčina Ves;Kunčina Ves, VDJ, upravená voda;;CI000001249012412397;pH;Neurčená jednotka;17.6.2024;7,3;0;1;1;;;;;
Kunčina Ves;Kunčina Ves, VDJ, upravená voda;;CI000001249012412397;počty kolonií při 22 °C;KTJ/ml;17.6.2024;87;0;1;1;;;;;
Kunčina Ves;Kunčina Ves, VDJ, upravená voda;;CI000001249012412397;počty kolonií při 36 °C;KTJ/ml;17.6.2024;4;0;1;1;;;;;
Kunčina Ves;Kunčina Ves, VDJ, upravená voda;;CI000001249012412397;teplota;°C;17.6.2024;11,9;0;;1;;;;;
Kunčina Ves;Kunčina Ves, VDJ, upravená voda;;CI000001249012412397;zákal;ZF(n);17.6.2024;0,5;0;1;1;;;;;
Kunčina Ves;Kunčina Ves, VDJ, upravená voda;;CI000001249012412397;železo;mg/l;17.6.2024;0,04;0;1;1;;;;;
Kunčina Ves;Kunčina Ves, VDJ, upravená voda;;CI000001249012412397;;;;;;;;;;;;
Kunice;Kunice, VDJ, upravená voda;;CI00000124901239040;barva;mg/l Pt;9.5.2023;2;0;1;1;;;;;
Kunice;Kunice, VDJ, upravená voda;;CI00000124901239040;Clostridium perfringens;KTJ (MPN)/100 ml;9.5.2023;0;0;1;1;;;;;
Kunice;Kunice, VDJ, upravená voda;;CI00000124901239040;dusitany;mg/l;9.5.2023;0,014;0;1;1;;;;;
Kunice;Kunice, VDJ, upravená voda;;CI00000124901239040;Escherichia coli;KTJ (MPN)/100 ml;9.5.2023;0;0;1;1;;;;;
Kunice;Kunice, VDJ, upravená voda;;CI00000124901239040;CHSK-Mn;mg/l;9.5.2023;1,1;0;1;1;;;;;
Kunice;Kunice, VDJ, upravená voda;;CI00000124901239040;chuť;Neurčená jednotka;9.5.2023;PRIJAT;0;1;1;;;;;
Kunice;Kunice, VDJ, upravená voda;;CI00000124901239040;intestinální enterokoky;KTJ (MPN)/100 ml;9.5.2023;0;0;1;1;;;;;
Kunice;Kunice, VDJ, upravená voda;;CI00000124901239040;koliformní bakterie;KTJ (MPN)/100 ml;9.5.2023;0;0;1;1;;;;;
Kunice;Kunice, VDJ, upravená voda;;CI00000124901239040;MO - abioseston;procenta;9.5.2023;1;0;1;1;;;;;
Kunice;Kunice, VDJ, upravená voda;;CI00000124901239040;MO - počet organismů;jedinci/ml;9.5.2023;0;0;1;1;;;;;
Kunice;Kunice, VDJ, upravená voda;;CI00000124901239040;MO - živé organismy;jedinci/ml;9.5.2023;0;0;1;1;;;;;
Kunice;Kunice, VDJ, upravená voda;;CI00000124901239040;pach;Neurčená jednotka;9.5.2023;PRIJAT;0;1;1;;;;;
Kunice;Kunice, VDJ, upravená voda;;CI00000124901239040;pH;Neurčená jednotka;9.5.2023;7,4;0;1;1;;;;;
Kunice;Kunice, VDJ, upravená voda;;CI00000124901239040;počty kolonií při 22 °C;KTJ/ml;9.5.2023;3;0;1;1;;;;;
Kunice;Kunice, VDJ, upravená voda;;CI00000124901239040;počty kolonií při 36 °C;KTJ/ml;9.5.2023;0;0;1;1;;;;;
Kunice;Kunice, VDJ, upravená voda;;CI00000124901239040;teplota;°C;9.5.2023;7,7;0;;1;;;;;
Kunice;Kunice, VDJ, upravená voda;;CI00000124901239040;zákal;ZF(n);9.5.2023;0,5;0;1;1;;;;;
Kunice;Kunice, VDJ, upravená voda;;CI00000124901239040;železo;mg/l;9.5.2023;0,04;0;1;1;;;;;
Kunice;Kunice, VDJ, upravená voda;;CI00000124901239040;;;;;;;;;;;;
Kunice;Kunice, VDJ, upravená voda;;CI00000124901247476;barva;mg/l Pt;15.4.2024;3;0;1;1;;;;;
Kunice;Kunice, VDJ, upravená voda;;CI00000124901247476;Clostridium perfringens;KTJ (MPN)/100 ml;15.4.2024;0;0;1;1;;;;;
Kunice;Kunice, VDJ, upravená voda;;CI00000124901247476;dusitany;mg/l;15.4.2024;0,014;0;1;1;;;;;
Kunice;Kunice, VDJ, upravená voda;;CI00000124901247476;Escherichia coli;KTJ (MPN)/100 ml;15.4.2024;0;0;1;1;;;;;
Kunice;Kunice, VDJ, upravená voda;;CI00000124901247476;CHSK-Mn;mg/l;15.4.2024;0,9;0;1;1;;;;;
Kunice;Kunice, VDJ, upravená voda;;CI00000124901247476;chuť;Neurčená jednotka;15.4.2024;PRIJAT;0;1;1;;;;;
Kunice;Kunice, VDJ, upravená voda;;CI00000124901247476;intestinální enterokoky;KTJ (MPN)/100 ml;15.4.2024;0;0;1;1;;;;;
Kunice;Kunice, VDJ, upravená voda;;CI00000124901247476;koliformní bakterie;KTJ (MPN)/100 ml;15.4.2024;0;0;1;1;;;;;
Kunice;Kunice, VDJ, upravená voda;;CI00000124901247476;MO - abioseston;procenta;15.4.2024;1;0;1;1;;;;;
Kunice;Kunice, VDJ, upravená voda;;CI00000124901247476;MO - počet organismů;jedinci/ml;15.4.2024;0;0;1;1;;;;;
Kunice;Kunice, VDJ, upravená voda;;CI00000124901247476;MO - živé organismy;jedinci/ml;15.4.2024;0;0;1;1;;;;;
Kunice;Kunice, VDJ, upravená voda;;CI00000124901247476;pach;Neurčená jednotka;15.4.2024;PRIJAT;0;1;1;;;;;
Kunice;Kunice, VDJ, upravená voda;;CI00000124901247476;pH;Neurčená jednotka;15.4.2024;6,5;0;1;1;;;;;
Kunice;Kunice, VDJ, upravená voda;;CI00000124901247476;počty kolonií při 22 °C;KTJ/ml;15.4.2024;0;0;1;1;;;;;
Kunice;Kunice, VDJ, upravená voda;;CI00000124901247476;počty kolonií při 36 °C;KTJ/ml;15.4.2024;0;0;1;1;;;;;
Kunice;Kunice, VDJ, upravená voda;;CI00000124901247476;teplota;°C;15.4.2024;9,9;0;;1;;;;;
Kunice;Kunice, VDJ, upravená voda;;CI00000124901247476;zákal;ZF(n);15.4.2024;0,58;0;1;1;;;;;
Kunice;Kunice, VDJ, upravená voda;;CI00000124901247476;železo;mg/l;15.4.2024;0,04;0;1;1;;;;;
Kunice;Kunice, VDJ, upravená voda;;CI00000124901247476;;;;;;;;;;;;
Kuničky;Kuničky, VDJ, upravená voda;;CI000001249012310084;barva;mg/l Pt;22.5.2023;2;0;1;1;;;;;
Kuničky;Kuničky, VDJ, upravená voda;;CI000001249012310084;Clostridium perfringens;KTJ (MPN)/100 ml;22.5.2023;0;0;1;1;;;;;
Kuničky;Kuničky, VDJ, upravená voda;;CI000001249012310084;dusitany;mg/l;22.5.2023;0,014;0;1;1;;;;;
Kuničky;Kuničky, VDJ, upravená voda;;CI000001249012310084;Escherichia coli;KTJ (MPN)/100 ml;22.5.2023;0;0;1;1;;;;;
Kuničky;Kuničky, VDJ, upravená voda;;CI000001249012310084;CHSK-Mn;mg/l;22.5.2023;1,5;0;1;1;;;;;
Kuničky;Kuničky, VDJ, upravená voda;;CI000001249012310084;chuť;Neurčená jednotka;22.5.2023;PRIJAT;0;1;1;;;;;
Kuničky;Kuničky, VDJ, upravená voda;;CI000001249012310084;intestinální enterokoky;KTJ (MPN)/100 ml;22.5.2023;0;0;1;1;;;;;
Kuničky;Kuničky, VDJ, upravená voda;;CI000001249012310084;koliformní bakterie;KTJ (MPN)/100 ml;22.5.2023;0;0;1;1;;;;;
Kuničky;Kuničky, VDJ, upravená voda;;CI000001249012310084;MO - abioseston;procenta;22.5.2023;1;0;1;1;;;;;
Kuničky;Kuničky, VDJ, upravená voda;;CI000001249012310084;MO - počet organismů;jedinci/ml;22.5.2023;0;0;1;1;;;;;
Kuničky;Kuničky, VDJ, upravená voda;;CI000001249012310084;MO - živé organismy;jedinci/ml;22.5.2023;0;0;1;1;;;;;
Kuničky;Kuničky, VDJ, upravená voda;;CI000001249012310084;pach;Neurčená jednotka;22.5.2023;PRIJAT;0;1;1;;;;;
Kuničky;Kuničky, VDJ, upravená voda;;CI000001249012310084;pH;Neurčená jednotka;22.5.2023;6,9;0;1;1;;;;;
Kuničky;Kuničky, VDJ, upravená voda;;CI000001249012310084;počty kolonií při 22 °C;KTJ/ml;22.5.2023;4;0;1;1;;;;;
Kuničky;Kuničky, VDJ, upravená voda;;CI000001249012310084;počty kolonií při 36 °C;KTJ/ml;22.5.2023;0;0;1;1;;;;;
Kuničky;Kuničky, VDJ, upravená voda;;CI000001249012310084;teplota;°C;22.5.2023;8,5;0;;1;;;;;
Kuničky;Kuničky, VDJ, upravená voda;;CI000001249012310084;zákal;ZF(n);22.5.2023;0,65;0;1;1;;;;;
Kuničky;Kuničky, VDJ, upravená voda;;CI000001249012310084;železo;mg/l;22.5.2023;0,04;0;1;1;;;;;
Kuničky;Kuničky, VDJ, upravená voda;;CI000001249012310084;;;;;;;;;;;;
Kuničky;Kuničky, VDJ, upravená voda;;CI00000124901246079;barva;mg/l Pt;25.3.2024;4;0;1;1;;;;;
Kuničky;Kuničky, VDJ, upravená voda;;CI00000124901246079;Clostridium perfringens;KTJ (MPN)/100 ml;25.3.2024;0;0;1;1;;;;;
Kuničky;Kuničky, VDJ, upravená voda;;CI00000124901246079;dusitany;mg/l;25.3.2024;0,014;0;1;1;;;;;
Kuničky;Kuničky, VDJ, upravená voda;;CI00000124901246079;Escherichia coli;KTJ (MPN)/100 ml;25.3.2024;0;0;1;1;;;;;
Kuničky;Kuničky, VDJ, upravená voda;;CI00000124901246079;CHSK-Mn;mg/l;25.3.2024;1;0;1;1;;;;;
Kuničky;Kuničky, VDJ, upravená voda;;CI00000124901246079;chuť;Neurčená jednotka;25.3.2024;PRIJAT;0;1;1;;;;;
Kuničky;Kuničky, VDJ, upravená voda;;CI00000124901246079;intestinální enterokoky;KTJ (MPN)/100 ml;25.3.2024;0;0;1;1;;;;;
Kuničky;Kuničky, VDJ, upravená voda;;CI00000124901246079;koliformní bakterie;KTJ (MPN)/100 ml;25.3.2024;0;0;1;1;;;;;
Kuničky;Kuničky, VDJ, upravená voda;;CI00000124901246079;MO - abioseston;procenta;25.3.2024;1;0;1;1;;;;;
Kuničky;Kuničky, VDJ, upravená voda;;CI00000124901246079;MO - počet organismů;jedinci/ml;25.3.2024;0;0;1;1;;;;;
Kuničky;Kuničky, VDJ, upravená voda;;CI00000124901246079;MO - živé organismy;jedinci/ml;25.3.2024;0;0;1;1;;;;;
Kuničky;Kuničky, VDJ, upravená voda;;CI00000124901246079;pach;Neurčená jednotka;25.3.2024;PRIJAT;0;1;1;;;;;
Kuničky;Kuničky, VDJ, upravená voda;;CI00000124901246079;pH;Neurčená jednotka;25.3.2024;6,9;0;1;1;;;;;
Kuničky;Kuničky, VDJ, upravená voda;;CI00000124901246079;počty kolonií při 22 °C;KTJ/ml;25.3.2024;4;0;1;1;;;;;
Kuničky;Kuničky, VDJ, upravená voda;;CI00000124901246079;počty kolonií při 36 °C;KTJ/ml;25.3.2024;0;0;1;1;;;;;
Kuničky;Kuničky, VDJ, upravená voda;;CI00000124901246079;teplota;°C;25.3.2024;7,9;0;;1;;;;;
Kuničky;Kuničky, VDJ, upravená voda;;CI00000124901246079;zákal;ZF(n);25.3.2024;0,73;0;1;1;;;;;
Kuničky;Kuničky, VDJ, upravená voda;;CI00000124901246079;železo;mg/l;25.3.2024;0,04;0;1;1;;;;;
Kuničky;Kuničky, VDJ, upravená voda;;CI00000124901246079;;;;;;;;;;;;
Kunštát - skupinový vodovod;Kunštát, Hliníky, VDJ, upravená voda;;CI000001012002411621;barva;mg/l Pt;10.7.2024;5;0;1;1;;;;;
Kunštát - skupinový vodovod;Kunštát, Hliníky, VDJ, upravená voda;;CI000001012002411621;celkový organický uhlík;mg/l;10.7.2024;2,01;0;1;1;;;;;
Kunštát - skupinový vodovod;Kunštát, Hliníky, VDJ, upravená voda;;CI000001012002411621;dusitany;mg/l;10.7.2024;0,1;0;1;1;;;;;
Kunštát - skupinový vodovod;Kunštát, Hliníky, VDJ, upravená voda;;CI000001012002411621;Escherichia coli;KTJ (MPN)/100 ml;10.7.2024;0;0;1;1;;;;;
Kunštát - skupinový vodovod;Kunštát, Hliníky, VDJ, upravená voda;;CI000001012002411621;chuť;Neurčená jednotka;10.7.2024;PRIJAT;0;1;1;;;;;
Kunštát - skupinový vodovod;Kunštát, Hliníky, VDJ, upravená voda;;CI000001012002411621;intestinální enterokoky;KTJ (MPN)/100 ml;10.7.2024;0;0;1;1;;;;;
Kunštát - skupinový vodovod;Kunštát, Hliníky, VDJ, upravená voda;;CI000001012002411621;koliformní bakterie;KTJ (MPN)/100 ml;10.7.2024;0;0;1;1;;;;;
Kunštát - skupinový vodovod;Kunštát, Hliníky, VDJ, upravená voda;;CI000001012002411621;pach;Neurčená jednotka;10.7.2024;PRIJAT;0;1;1;;;;;
Kunštát - skupinový vodovod;Kunštát, Hliníky, VDJ, upravená voda;;CI000001012002411621;pH;Neurčená jednotka;10.7.2024;7,3;0;1;1;;;;;
Kunštát - skupinový vodovod;Kunštát, Hliníky, VDJ, upravená voda;;CI000001012002411621;počty kolonií při 22 °C;KTJ/ml;10.7.2024;7;0;1;1;;;;;
Kunštát - skupinový vodovod;Kunštát, Hliníky, VDJ, upravená voda;;CI000001012002411621;počty kolonií při 36 °C;KTJ/ml;10.7.2024;1;0;1;1;;;;;
Kunštát - skupinový vodovod;Kunštát, Hliníky, VDJ, upravená voda;;CI000001012002411621;teplota;°C;10.7.2024;13,5;0;;1;;;;;
Kunštát - skupinový vodovod;Kunštát, Hliníky, VDJ, upravená voda;;CI000001012002411621;zákal;ZF(n);10.7.2024;0,69;0;1;1;;;;;
Kunštát - skupinový vodovod;Kunštát, Hliníky, VDJ, upravená voda;;CI000001012002411621;železo;mg/l;10.7.2024;0,0819;0;1;1;;;;;
Kunštát - skupinový vodovod;Kunštát, Hliníky, VDJ, upravená voda;;CI000001012002411621;;;;;;;;;;;;
Kunštát - skupinový vodovod;Kunštát, Újezd, ÚV, voda po úpravě;;CI000001012002316935;barva;mg/l Pt;5.9.2023;5;0;1;1;;;;;
Kunštát - skupinový vodovod;Kunštát, Újezd, ÚV, voda po úpravě;;CI000001012002316935;celkový organický uhlík;mg/l;5.9.2023;2,6;0;1;1;;;;;
Kunštát - skupinový vodovod;Kunštát, Újezd, ÚV, voda po úpravě;;CI000001012002316935;dusitany;mg/l;5.9.2023;0,1;0;1;1;;;;;
Kunštát - skupinový vodovod;Kunštát, Újezd, ÚV, voda po úpravě;;CI000001012002316935;Escherichia coli;KTJ (MPN)/100 ml;5.9.2023;0;0;1;1;;;;;
Kunštát - skupinový vodovod;Kunštát, Újezd, ÚV, voda po úpravě;;CI000001012002316935;chuť;Neurčená jednotka;5.9.2023;PRIJAT;0;1;1;;;;;
Kunštát - skupinový vodovod;Kunštát, Újezd, ÚV, voda po úpravě;;CI000001012002316935;intestinální enterokoky;KTJ (MPN)/100 ml;5.9.2023;0;0;1;1;;;;;
Kunštát - skupinový vodovod;Kunštát, Újezd, ÚV, voda po úpravě;;CI000001012002316935;koliformní bakterie;KTJ (MPN)/100 ml;5.9.2023;0;0;1;1;;;;;
Kunštát - skupinový vodovod;Kunštát, Újezd, ÚV, voda po úpravě;;CI000001012002316935;pach;Neurčená jednotka;5.9.2023;PRIJAT;0;1;1;;;;;
Kunštát - skupinový vodovod;Kunštát, Újezd, ÚV, voda po úpravě;;CI000001012002316935;pH;Neurčená jednotka;5.9.2023;6,9;0;1;1;;;;;
Kunštát - skupinový vodovod;Kunštát, Újezd, ÚV, voda po úpravě;;CI000001012002316935;počty kolonií při 22 °C;KTJ/ml;5.9.2023;29;0;1;1;;;;;
Kunštát - skupinový vodovod;Kunštát, Újezd, ÚV, voda po úpravě;;CI000001012002316935;počty kolonií při 36 °C;KTJ/ml;5.9.2023;7;0;1;1;;;;;
Kunštát - skupinový vodovod;Kunštát, Újezd, ÚV, voda po úpravě;;CI000001012002316935;teplota;°C;5.9.2023;16,9;0;;1;;;;;
Kunštát - skupinový vodovod;Kunštát, Újezd, ÚV, voda po úpravě;;CI000001012002316935;zákal;ZF(n);5.9.2023;0,49;0;1;1;;;;;
Kunštát - skupinový vodovod;Kunštát, Újezd, ÚV, voda po úpravě;;CI000001012002316935;železo;mg/l;5.9.2023;0,16;0;1;1;;;;;
Kunštát - skupinový vodovod;Kunštát, Újezd, ÚV, voda po úpravě;;CI000001012002316935;;;;;;;;;;;;
Kunštát - skupinový vodovod;Zbraslavec, ÚV - upravená voda;;CI000001012002313305;barva;mg/l Pt;18.7.2023;5;0;1;1;;;;;
Kunštát - skupinový vodovod;Zbraslavec, ÚV - upravená voda;;CI000001012002313305;celkový organický uhlík;mg/l;18.7.2023;1,75;0;1;1;;;;;
Kunštát - skupinový vodovod;Zbraslavec, ÚV - upravená voda;;CI000001012002313305;dusitany;mg/l;18.7.2023;0,1;0;1;1;;;;;
Kunštát - skupinový vodovod;Zbraslavec, ÚV - upravená voda;;CI000001012002313305;Escherichia coli;KTJ (MPN)/100 ml;18.7.2023;0;0;1;1;;;;;
Kunštát - skupinový vodovod;Zbraslavec, ÚV - upravená voda;;CI000001012002313305;chuť;Neurčená jednotka;18.7.2023;PRIJAT;0;1;1;;;;;
Kunštát - skupinový vodovod;Zbraslavec, ÚV - upravená voda;;CI000001012002313305;intestinální enterokoky;KTJ (MPN)/100 ml;18.7.2023;0;0;1;1;;;;;
Kunštát - skupinový vodovod;Zbraslavec, ÚV - upravená voda;;CI000001012002313305;koliformní bakterie;KTJ (MPN)/100 ml;18.7.2023;0;0;1;1;;;;;
Kunštát - skupinový vodovod;Zbraslavec, ÚV - upravená voda;;CI000001012002313305;pach;Neurčená jednotka;18.7.2023;PRIJAT;0;1;1;;;;;
Kunštát - skupinový vodovod;Zbraslavec, ÚV - upravená voda;;CI000001012002313305;pH;Neurčená jednotka;18.7.2023;7,3;0;1;1;;;;;
Kunštát - skupinový vodovod;Zbraslavec, ÚV - upravená voda;;CI000001012002313305;počty kolonií při 22 °C;KTJ/ml;18.7.2023;18;0;1;1;;;;;
Kunštát - skupinový vodovod;Zbraslavec, ÚV - upravená voda;;CI000001012002313305;počty kolonií při 36 °C;KTJ/ml;18.7.2023;7;0;1;1;;;;;
Kunštát - skupinový vodovod;Zbraslavec, ÚV - upravená voda;;CI000001012002313305;teplota;°C;18.7.2023;14;0;;1;;;;;
Kunštát - skupinový vodovod;Zbraslavec, ÚV - upravená voda;;CI000001012002313305;zákal;ZF(n);18.7.2023;0,46;0;1;1;;;;;
Kunštát - skupinový vodovod;Zbraslavec, ÚV - upravená voda;;CI000001012002313305;železo;mg/l;18.7.2023;0,063;0;1;1;;;;;
Kunštát - skupinový vodovod;Zbraslavec, ÚV - upravená voda;;CI000001012002313305;;;;;;;;;;;;
Kunštát - skupinový vodovod;Zbraslavec, ÚV - upravená voda;;CI000001012002410674;barva;mg/l Pt;25.6.2024;5;0;1;1;;;;;
Kunštát - skupinový vodovod;Zbraslavec, ÚV - upravená voda;;CI000001012002410674;celkový organický uhlík;mg/l;25.6.2024;1,63;0;1;1;;;;;
Kunštát - skupinový vodovod;Zbraslavec, ÚV - upravená voda;;CI000001012002410674;dusitany;mg/l;25.6.2024;0,1;0;1;1;;;;;
Kunštát - skupinový vodovod;Zbraslavec, ÚV - upravená voda;;CI000001012002410674;Escherichia coli;KTJ (MPN)/100 ml;25.6.2024;0;0;1;1;;;;;
Kunštát - skupinový vodovod;Zbraslavec, ÚV - upravená voda;;CI000001012002410674;chuť;Neurčená jednotka;25.6.2024;PRIJAT;0;1;1;;;;;
Kunštát - skupinový vodovod;Zbraslavec, ÚV - upravená voda;;CI000001012002410674;intestinální enterokoky;KTJ (MPN)/100 ml;25.6.2024;0;0;1;1;;;;;
Kunštát - skupinový vodovod;Zbraslavec, ÚV - upravená voda;;CI000001012002410674;koliformní bakterie;KTJ (MPN)/100 ml;25.6.2024;0;0;1;1;;;;;
Kunštát - skupinový vodovod;Zbraslavec, ÚV - upravená voda;;CI000001012002410674;pach;Neurčená jednotka;25.6.2024;PRIJAT;0;1;1;;;;;
Kunštát - skupinový vodovod;Zbraslavec, ÚV - upravená voda;;CI000001012002410674;pH;Neurčená jednotka;25.6.2024;7,4;0;1;1;;;;;
Kunštát - skupinový vodovod;Zbraslavec, ÚV - upravená voda;;CI000001012002410674;počty kolonií při 22 °C;KTJ/ml;25.6.2024;2;0;1;1;;;;;
Kunštát - skupinový vodovod;Zbraslavec, ÚV - upravená voda;;CI000001012002410674;počty kolonií při 36 °C;KTJ/ml;25.6.2024;1;0;1;1;;;;;
